Cardholder Name,Card Number,Card Type,Card Expiry Date,Transaction Amount,Currency,Transaction Date and Time,Merchant Name,Merchant ID,Authorization Code,Authorization Response,Terminal ID,POS Entry Mode,Transaction Type,CVV/CVC,AVS Data,Customer Signature,Transaction Status,Fraud
Brian Ramos,3549669510298676,Discover,06/33,23.71,MKD,03/25/2024 08:44,Weeks LLC,f505d8f0-deaa-4c2c-b42a-c2e4c98176d7,b7f2b0fc-3bdf-407d-8bdc-5ed12ebae012,Approved,76a9b2e9-079e-49f9-86b9-3b24ef15fc0c,Swipe,Refund,057,Not Matched,Required,Settled,False
Robert Ford,4318790465159,JCB 15 digit,07/33,369.09,SVC,03/13/2024 07:36,Fisher-Wilson,c04674a8-2ac9-4384-89d8-d50876e694a9,e4683487-399c-4efd-860a-2893d81e413b,Declined,6f275c96-73e8-4ba6-a1b7-f52c18d6b8e6,Chip,Purchase,789,Not Matched,Required,Pending Settlement,False
David Smith,6595565202940524,Maestro,07/25,807.46,TJS,03/27/2024 13:25,Olson Group,306df09c-2e68-423c-9253-b18e7b17d5e5,ba760a43-57e3-4acd-ba65-1a491c3ecd7a,Approved,8bb9fc64-ddb4-4669-a39a-7c7abf30f403,Swipe,Purchase,942,Not Matched,Not Required,Settled,True
Megan Brooks,4497640987386385,Diners Club / Carte Blanche,06/30,686.69,MNT,03/11/2024 03:14,"Wallace, Conrad and Carrillo",a9549a5d-4f83-4bac-8a9f-2bc9398d5f79,210f5195-d2c4-4a70-9bc8-4d1f4f3d5ded,Declined,76a25b46-675e-44ad-bbdd-5f002e4c6ce7,Swipe,Purchase,6551,Not Matched,Required,Pending Settlement,False
Kimberly Church,348889502424614,Diners Club / Carte Blanche,08/31,515.63,KES,03/15/2024 12:51,"Long, Palmer and Hernandez",6f0318b2-6339-4460-b702-62c7e4c4847b,5e049b97-0c87-470f-a02a-8556255434e2,Declined,e46cdbc8-dc26-407b-83b1-6ea9004cd343,Chip,Refund,1953,Not Matched,Required,Pending Settlement,True
Kelly Martin,4832036742270,VISA 19 digit,08/33,188.66,UAH,04/03/2024 21:25,"Shields, Vang and Hanna",7d96b201-b4d6-449e-acfe-74a0e5c5da8c,b313e32c-0b5a-46fd-bc12-a2cbcad4149c,Declined,ac304ac5-05ec-4b6b-8812-ce31c0c71da1,Chip,Refund,996,Matched,Not Required,Pending Settlement,False
Linda Jacobs DDS,3535234091146459,Mastercard,06/24,693.91,GYD,03/27/2024 06:19,Rivera Inc,8e54db60-09b0-469e-8fbc-6e073c20a699,ec7ebace-3198-459e-92bd-6c95987f2242,Declined,1de652be-abfc-42f5-8a2f-f5bee87d4f23,Chip,Refund,591,Not Matched,Required,Settled,True
Michelle Ortiz,4122961691043036,JCB 16 digit,05/27,289.0,BAM,03/14/2024 12:15,Figueroa-Hill,b08fbaef-cb4a-44f3-b292-2b18de115283,22341887-a0ce-43ba-b70d-a443fac7b762,Declined,2402d224-c372-4413-b4ea-2727e1c5be00,Swipe,Purchase,510,Matched,Not Required,Settled,False
Elizabeth Guerra,4249761607645424615,JCB 16 digit,12/29,506.08,NOK,03/21/2024 18:26,Jimenez-Pruitt,1eff531a-8f47-4ad0-8716-382c27175850,572bc7ed-67a6-4ee4-92b4-3468277c6f6f,Approved,19b7fcf8-3f0d-4e8c-acbb-5f115eadcf48,Chip,Purchase,477,Matched,Required,Settled,True
Laura Dunn,6540402507295071,American Express,10/28,20.06,MDL,04/02/2024 20:53,Reed-Hubbard,61ebbf3d-46b9-4739-9202-e193d2e3f87c,9198eed1-dde8-4f89-8e7b-f86ab49067bd,Declined,73cf2f07-ce08-4cc2-9917-261f80ffee1e,Swipe,Refund,108,Not Matched,Not Required,Pending Settlement,False
Christian Wilson,3525089312650172,Mastercard,08/32,472.23,LYD,04/02/2024 01:00,"Patel, Foster and Gaines",856c0a52-b9ad-4c38-87ab-558b8996a0f0,cad02ec9-e243-4bf7-849d-6eb9a8ba5423,Declined,b1f5a4f8-cefd-4d66-bf17-9310bfdd74cb,Swipe,Purchase,553,Not Matched,Required,Settled,True
Amber Thornton,4400917532390,VISA 13 digit,10/28,111.01,MWK,03/25/2024 16:19,"Boone, Miller and Branch",556c2fde-4913-4b48-85e2-232d0efe59ca,e5e3e873-e757-4e47-9ab6-6336914c433b,Declined,be667c12-ecab-4d85-873a-b97f54c172de,Chip,Purchase,004,Matched,Not Required,Settled,False
Jonathan Lynch,4565152846909965949,VISA 16 digit,07/24,532.75,DOP,03/25/2024 00:21,"Howard, Brown and Bailey",9cdf49df-6e65-4537-b9fc-795660c72483,0ddc4e70-3d4f-4e93-abe4-27e08f077635,Declined,8ea5119f-ec3b-4874-954d-a3dbba43c4fc,Swipe,Refund,449,Not Matched,Not Required,Settled,False
Michael Lane,344291603902891,American Express,02/30,987.22,MOP,03/27/2024 15:44,Nielsen-Simpson,72d167b8-65ff-4aee-967f-701cf3b6d527,a61adbd9-d6cb-486f-9c47-88f6fb9cda17,Declined,89f823f0-d87e-40bb-a086-aacb9251002d,Swipe,Refund,847,Matched,Not Required,Settled,True
James Mclaughlin,3583450566990244,JCB 16 digit,08/24,523.53,QAR,03/28/2024 14:05,Martinez-Reyes,c91ea552-75fe-4601-8488-d8cbe9ff8c93,210d9461-1487-4af3-8b2a-2d9fc5d564a1,Approved,4472e50c-aab8-4f8b-a68d-00d13677df39,Swipe,Refund,883,Not Matched,Not Required,Settled,True
Elizabeth Reynolds,213148296791312,VISA 13 digit,07/28,184.21,BWP,03/23/2024 03:00,Shelton-Lewis,78409df5-363e-409a-845a-ec0828d74fa8,f9bd9c05-e2fe-4d78-aa33-23d2b0fe88fe,Approved,22f28078-8d18-4e0c-845d-307cf782f9a2,Chip,Purchase,867,Matched,Not Required,Pending Settlement,True
Michael Holland,30507261148249,JCB 15 digit,07/33,654.8,SVC,03/15/2024 09:06,Gutierrez PLC,ed348509-b623-4d94-b1e4-a71655dc95f4,80a982ba-0f43-4b03-a9e5-7cd73ed95395,Declined,8697725b-6280-4105-8e87-220cb0696b73,Swipe,Purchase,033,Not Matched,Required,Settled,False
Steven Sparks,2719071212527617,JCB 16 digit,06/28,818.13,LBP,03/28/2024 19:25,Santiago Inc,6f34676f-ea93-423f-b508-d2067aff7e38,6546dded-d30a-44ec-b03a-7193238ce889,Declined,67b61731-56f0-4e28-8f3b-16c4643eeaac,Chip,Refund,096,Not Matched,Not Required,Pending Settlement,False
Michael Harrison,5315672398659636,JCB 15 digit,12/28,924.65,GHS,03/20/2024 18:04,"Hall, Cunningham and Banks",332185ca-1cea-4bef-b931-4832bdae6913,c9972fde-7279-404b-bbd9-6fc4ccdc1335,Approved,f6cd77d9-82fe-46d3-a36a-8801c3958b19,Chip,Refund,766,Not Matched,Required,Pending Settlement,True
Jacqueline Hernandez,4673758590834777,VISA 13 digit,03/33,294.22,PYG,03/09/2024 23:16,Owen PLC,eccd88e8-c160-4135-a983-f9bb6e5dab6c,ebe6074b-5673-445a-b38a-87b95ff7c20a,Declined,513b749e-c749-4945-bc56-785d3387a591,Chip,Purchase,288,Not Matched,Not Required,Pending Settlement,False
Brent Cannon,4753690204227,American Express,04/31,556.02,IQD,03/12/2024 22:40,"Armstrong, Medina and Joseph",df6ea81f-46fd-42bd-a4ad-4bae44670975,20e009f0-cdd8-4a04-bf9f-facf588cdd90,Declined,41908054-ef42-45d5-b0a0-12803ac1e762,Chip,Refund,734,Matched,Not Required,Settled,False
Douglas Carlson,4303224404487,JCB 16 digit,03/29,322.5,JOD,03/29/2024 15:52,Brooks-Stewart,5a4436d7-6960-4424-9288-2762eb679581,d018e682-776e-4bb9-8417-8dc3b0d89337,Declined,002286e5-e867-4d3d-b506-82a20049d8e5,Chip,Refund,503,Not Matched,Required,Pending Settlement,False
Andrew Russell,3506003255160597,VISA 16 digit,09/26,926.99,MZN,03/19/2024 02:32,Price Group,5d4d89d6-7ae7-4025-9e6c-bd41fdf2eab2,0fbe9107-62f0-48b7-962b-ce95c32ae574,Approved,aaf46386-726b-4e76-a1eb-fb7cd9fe1ebb,Chip,Purchase,130,Matched,Not Required,Pending Settlement,True
Michelle Lopez,6011551875255586,VISA 19 digit,10/32,430.07,TVD,03/29/2024 02:22,Bailey and Sons,f887a4b9-3800-4c42-81ab-3feaebdefd3b,d0c0c93e-5366-4dbd-94dd-8d30f1c90f98,Approved,09558cd0-736c-4641-9e67-70e639dbd58f,Swipe,Purchase,2127,Matched,Not Required,Pending Settlement,True
Crystal Mendoza,30587586915498,VISA 13 digit,01/26,29.11,CDF,04/04/2024 07:19,Turner and Sons,362d5813-c74e-4165-8b66-d5c3ad5ca22f,44e6d78f-f1b5-483a-9697-39606a054d46,Approved,133fc732-7222-4f3b-b230-1927833958fa,Chip,Purchase,912,Matched,Not Required,Pending Settlement,False
Patrick Thompson,4165386110804115,VISA 13 digit,12/29,80.0,MAD,03/27/2024 04:08,Miller-Collins,5ed7aec6-202a-4883-91d4-e82b32ac4e46,b5bebc19-28ec-477d-8072-69b1ba250cdb,Declined,46efc701-3ea3-4087-b919-ad10bc306ac0,Swipe,Purchase,831,Not Matched,Not Required,Pending Settlement,False
Seth Hendricks,060493914059,Mastercard,07/25,786.64,USD,04/01/2024 04:28,Alexander-Harper,a6108a6f-dab9-4fff-b6e6-a400700d658e,1685eed3-e16c-488d-8c41-65a6967dd2fd,Declined,d492d919-c0b1-4ffd-b78f-6db3625ee705,Swipe,Refund,2157,Matched,Required,Pending Settlement,True
James Archer,3574471073280573,Maestro,12/33,718.16,QAR,04/01/2024 04:28,Smith-Chung,69e31fcf-d0b7-4744-8337-16a95b1a080d,fb99fdf4-ee41-4a8a-8369-e409c0ae8604,Approved,c1a36186-b961-4865-866a-70500e79964e,Swipe,Purchase,074,Not Matched,Required,Pending Settlement,False
Ryan Craig,3585736082663457,JCB 16 digit,11/24,579.97,VUV,03/17/2024 22:57,"Walker, Sandoval and Jones",1cc464e8-f648-4259-9c7c-309a76378cee,b3127af2-e00a-4e76-9c8c-eb50073f9d37,Declined,a2cecdd5-1b2d-4f6b-b810-d4ab7e5e92ad,Swipe,Refund,674,Not Matched,Required,Pending Settlement,True
Chase Scott,4217836452208802,JCB 16 digit,04/32,531.49,CUP,03/08/2024 21:53,Vazquez Ltd,03528d70-acec-4c93-803a-d69951f02cc0,bd1ea8dd-aadc-4bc9-a6d8-97af14d76a63,Approved,4df41c44-db02-4e27-9bd3-34b3d23e1ee5,Swipe,Purchase,1312,Matched,Not Required,Pending Settlement,False
Christine Castro,349643885951381,VISA 13 digit,09/33,457.91,SAR,03/07/2024 04:27,Rodriguez-Gutierrez,db2325b4-4e86-478e-aff1-e7923073f576,7ee12685-0abe-4e5a-9aea-3b75951c1eff,Approved,836040a0-28b0-4712-a0e1-c535a1359781,Chip,Purchase,090,Matched,Not Required,Settled,False
Michelle Cochran,6011158162982508,Discover,03/28,784.21,PKR,03/21/2024 03:55,Humphrey-Lawrence,9f43f3e2-2270-4758-9254-003fa36df512,7d7704a6-d6c0-4bbc-a3ae-47e74dcf9ee2,Approved,0637bb26-82ea-41bd-b505-68d334e966b7,Swipe,Purchase,987,Not Matched,Required,Settled,True
Ruth Martin,4565866503030832012,VISA 13 digit,01/30,926.83,TJS,03/22/2024 00:06,Kelly-Mcgee,42b8f177-314c-4496-816a-d88bf8a28250,7954d086-db0f-45f6-a453-bbeab37c46b4,Approved,bae0d52a-9302-419c-9ad9-a2ee4b20b81e,Chip,Purchase,212,Matched,Not Required,Pending Settlement,True
Micheal Ryan,3544960772091635,JCB 15 digit,06/28,54.89,PHP,03/26/2024 10:49,Cortez Ltd,6b61bebc-1079-4abe-b688-dde8195162fc,566d3993-0bd4-4d9c-afb6-9da4bc9bc695,Approved,a3f11c96-8e76-4667-83d8-b60b950749dc,Swipe,Refund,454,Not Matched,Not Required,Settled,True
Gerald Fletcher,3563789248833858,Maestro,10/27,111.12,THB,03/09/2024 07:43,Griffin-Marquez,56d8e84a-3993-4f06-afe1-991b75f8d405,8c5359d4-f791-4f69-a187-61cce6b2d2a0,Declined,f528215c-64ac-4e8e-a857-6043f4e68e26,Swipe,Refund,245,Matched,Not Required,Settled,False
Angela Ramirez,4069410966665075898,Mastercard,01/27,554.17,HRK,03/13/2024 11:34,"Shaw, Sanders and Jackson",863d5f66-f747-42e3-a7b9-2cfdf40452e7,be699045-f9e6-4bd9-945c-4f77a54f06cc,Declined,5f9e2bdd-1831-4e35-9a35-de7754d00c91,Swipe,Refund,421,Not Matched,Required,Pending Settlement,True
Dr. April Stuart DDS,371407708365281,VISA 16 digit,05/29,901.19,HRK,03/22/2024 21:35,Jimenez and Sons,679458d5-2321-44c1-ab67-7de39e7510ce,af24313a-c092-41f6-977d-f16f856476b2,Declined,ff27ddac-ac96-4967-b3fd-300b364577e3,Swipe,Refund,242,Matched,Not Required,Settled,True
Jasmine Andrade,370565783609831,VISA 16 digit,09/27,382.07,SOS,03/20/2024 09:20,Mora Group,28967e8d-7d4f-449f-872a-dd8f710950ef,1c3355fd-4511-46bb-a54a-629a81995369,Approved,8a57365c-988f-47fe-a272-2b4a46f5a2dc,Swipe,Refund,635,Not Matched,Not Required,Settled,True
Stefanie Allen,4461598527497,VISA 13 digit,04/24,784.76,SPL,03/19/2024 21:30,Carroll-Swanson,bd53fa74-d96f-4784-8c54-496446feff8e,6eb92503-baf2-4b33-93ef-b94cfa0cf8e9,Declined,b77eadcc-fd33-4f79-a4b4-e3b0e05d41ac,Swipe,Refund,715,Matched,Required,Pending Settlement,True
Monica Floyd,2718629013995183,American Express,10/25,572.84,MAD,03/23/2024 17:41,Lewis-Larsen,ddcef6e2-7809-4a06-b3c4-a6253adfd2ff,a359d0d9-dabb-48c9-80a5-775f1e6388c5,Declined,897403be-bb17-4958-a7bc-b3b2f1fafbc6,Swipe,Refund,388,Not Matched,Required,Settled,True
George Vincent,4654820160752,VISA 13 digit,04/31,263.04,STD,03/11/2024 23:07,Ryan Ltd,0935f2fb-9660-4098-b86d-05928c2dc67b,04079ebc-6d41-44d0-aab7-9b83263556f9,Declined,b0bcd705-02be-4487-864e-7587626803db,Swipe,Refund,289,Not Matched,Not Required,Settled,True
Sarah Gonzalez,3572651906292364,Mastercard,11/25,33.96,VUV,03/07/2024 08:12,Hammond-Miller,dee41ac3-9387-4bd4-980d-a54948f1c4ee,2a0ccdac-6842-4aaf-adfb-2e606f4795dc,Declined,49ffa9d8-cc3c-46e3-97b1-21e26259cba3,Chip,Purchase,660,Matched,Required,Settled,False
Darrell Reynolds,4049575700801745,VISA 16 digit,12/27,560.68,JEP,03/18/2024 17:26,Kelly Inc,d4909990-f296-4052-bc70-8bf899a8afc0,f3ede10a-2ebd-4533-b14c-025b4deebc72,Declined,435e385f-c886-494b-bf18-fd8d67ec4d7e,Chip,Purchase,007,Not Matched,Not Required,Settled,True
Kristin Long,4918348026953421323,JCB 15 digit,11/28,814.71,LAK,03/06/2024 22:29,Rodriguez Ltd,ecb15120-10ba-467b-aed3-6703b08b02ab,b12fbf6f-7aff-45c5-88a6-e9e50507ef71,Approved,3cec82c3-98a8-441b-82f2-529537db56dc,Swipe,Purchase,674,Not Matched,Not Required,Settled,False
Timothy Schaefer,3572627709583712,JCB 16 digit,06/32,247.47,DJF,03/15/2024 13:13,Davis-Stevens,ac4d6a29-a275-416f-b100-e105a95a8633,8a4d1b0d-2fd6-48c8-baf3-5719f385278d,Approved,696813e8-7a7d-4d6d-a2d1-38e2c6150117,Chip,Purchase,027,Not Matched,Required,Pending Settlement,False
Amy Webb,373335044698966,American Express,01/28,100.35,TMT,03/14/2024 02:29,West-Richard,a649290e-9e26-4030-832c-d9b9644c7245,d459a120-2072-401a-91c9-4a22093d0e5e,Approved,debc45ad-0ed0-4621-b1a2-504aa71dbe87,Swipe,Refund,203,Matched,Required,Pending Settlement,False
Ashley Bartlett,4891593555314747,VISA 13 digit,07/30,345.62,TND,03/06/2024 23:33,"Chavez, Garcia and Huff",fb71d5d1-0495-4d6e-9a47-6a40d380cfa9,adea1517-e3b3-48a9-af9f-2f1c61bd679a,Declined,13e10531-4494-4c4c-9880-b392168794ae,Swipe,Purchase,649,Matched,Required,Pending Settlement,True
Richard Ruiz,4513012589956876,JCB 15 digit,07/26,661.31,ZMW,03/29/2024 17:32,Ingram Group,61f7de70-3646-4343-b10e-c3acd0688956,b6abb6bb-7ff5-4df4-8c8b-f9fb54a98ae9,Approved,a840b16f-04b2-4a71-b748-142f00967fa8,Chip,Purchase,216,Not Matched,Required,Pending Settlement,False
Melissa Norman,4458375614833338,VISA 13 digit,01/33,30.53,SYP,03/08/2024 18:59,Flores LLC,a5f73b91-b57f-4da1-9eb9-84ddabd9209b,89ac647c-4472-47d3-b4c0-903a1fb46a8d,Declined,36ba042d-ec13-4510-92e1-5447b34e1384,Chip,Refund,309,Not Matched,Not Required,Settled,True
Brenda Miranda,180045428061847,Discover,04/26,393.56,DOP,03/05/2024 17:39,Braun-Howell,896ef35c-8e01-44e4-8e2c-96a96ad7b6f0,bbccd80c-6471-4b64-9a5a-98dc149a8596,Approved,14054236-5d89-4445-947c-b22cbfe39bbd,Swipe,Refund,1824,Not Matched,Required,Pending Settlement,False
Duane Norman,639010231970,Maestro,02/33,443.25,UGX,03/16/2024 09:56,Nguyen PLC,229adbdc-4e13-49e0-949e-d4cc39352088,b3876c46-a465-4ce3-96ab-097e77ef7c43,Approved,8b799bd5-e9e7-4619-89c0-c7434e7282b9,Swipe,Refund,635,Matched,Required,Settled,False
Timothy White,639055483387,Diners Club / Carte Blanche,03/26,444.98,HTG,04/01/2024 16:19,"Gonzalez, Clay and Tyler",2b71b556-3113-402d-a0bc-bb09c8a38deb,11559f22-aa32-48b8-9c44-1405da971f6e,Approved,68088197-39a3-4b43-96bb-4131ebef33ce,Chip,Purchase,120,Matched,Required,Pending Settlement,False
Heather Johnson,213148045812500,JCB 16 digit,10/24,301.83,KYD,03/19/2024 18:39,Rodriguez-Williams,fab18dd4-9877-4af4-b4e6-89922bac799d,7a3cf4d1-6e27-49b0-a636-4fc41ea80653,Declined,7e2627e6-5b83-42be-9177-9615fbe33653,Chip,Refund,458,Not Matched,Not Required,Pending Settlement,True
Joshua Fleming,3509847346485356,Mastercard,12/33,308.88,HRK,04/04/2024 06:40,Sanchez Group,eda17245-fa2a-463e-a829-4a04840ebeee,ada51242-bfd0-41c4-8d23-12d687b73954,Declined,542be3c3-62c9-45da-b32d-63a7dc222307,Swipe,Purchase,702,Matched,Required,Pending Settlement,False
Mr. Gabriel Munoz MD,3519570100149954,JCB 15 digit,12/30,172.86,NGN,03/11/2024 11:36,"Jordan, Austin and Wallace",da6b2f6a-054b-47ef-90f8-7fbb97849709,8b5e7c7f-f20a-4fea-b1ef-3b2109d4716f,Declined,bbb2c062-290e-4637-9fa5-efad03a07dab,Swipe,Purchase,092,Matched,Not Required,Settled,True
Jennifer Rogers,4802019127807,Diners Club / Carte Blanche,02/30,567.46,IRR,03/10/2024 12:04,Johnson-King,659f0c60-c926-494c-ba0e-ad0949fb38e6,ca39da6e-701b-496e-a48c-ceb120a396d1,Declined,829cf14d-fdad-42ea-95ae-23b06969a4ff,Swipe,Refund,766,Not Matched,Not Required,Pending Settlement,True
Mr. Randy Adams III,30130198858002,Mastercard,03/30,750.01,BHD,03/17/2024 00:52,"Graham, Gilbert and Watson",eae5d00c-1128-4d17-bcd5-b97b1894e1ea,13082fba-5f46-409f-8108-6800340f52c3,Declined,cbd2765d-781a-4290-9ff3-c783b7d11edd,Swipe,Refund,716,Matched,Not Required,Pending Settlement,True
David Nash,6011996862643213,JCB 15 digit,08/26,959.51,RWF,03/16/2024 12:18,"Andrews, Thompson and Payne",dab59486-847e-47f3-9334-484442c9203b,7d64accc-12f5-40b2-b4d8-72c03a3ac76c,Declined,aa289f98-9bcf-4710-a383-c48acf77c6b6,Swipe,Purchase,074,Not Matched,Not Required,Settled,True
Samantha Owens,585791675150,JCB 16 digit,03/27,602.15,SVC,03/24/2024 15:39,"Rodgers, Bowman and Adams",b07a4185-115c-4451-923b-9068dd5cb965,e68536ae-818c-44f5-aa1f-e6dafc9b8f44,Approved,253431c1-2f0e-45d0-a91a-5c79861d25b5,Chip,Refund,942,Not Matched,Not Required,Pending Settlement,True
Brandon Cummings,3588431754951334,American Express,03/29,916.16,NOK,03/25/2024 09:41,"Castro, Luna and Hall",98de47ab-adcf-4b0d-ac19-5ded9e01f01a,170ec73f-e30c-4bf2-9fb4-4d493e8fa92b,Declined,fa67c8cf-76c8-49b7-8a15-9b6aa2f44ea7,Chip,Refund,280,Matched,Required,Settled,False
Angela Kelley,3577878450811373,JCB 16 digit,04/27,533.19,BDT,03/15/2024 07:35,Durham Group,160639ad-b624-463d-b594-5ad03b22bbd8,a90a6478-1a2b-4de7-91e3-424be84a3633,Declined,d3cb8641-f6d1-4eeb-8135-bdc120c693e8,Swipe,Purchase,126,Matched,Required,Settled,False
Margaret Martinez,2229029873307391,VISA 13 digit,01/28,743.04,BRL,03/31/2024 03:07,Mora-Price,33e23ca4-fd4a-452f-9769-a097fb56265f,378603cc-47fe-4a53-9802-31f6a7380254,Approved,84d96324-0201-4114-959b-67d75c2d2070,Chip,Purchase,921,Matched,Required,Pending Settlement,True
Michael Garcia,4126370817490970,JCB 15 digit,09/30,906.79,AMD,03/24/2024 14:21,Cruz Inc,4fbdaea5-eb36-4893-9954-e07116129385,d537085b-8d7f-47ea-8f82-96c9efdecbbb,Declined,04545d25-9d55-4b6d-aa4a-8ac4cf6f878c,Swipe,Purchase,117,Matched,Not Required,Settled,False
Tammy Mills,3563343430566676,Diners Club / Carte Blanche,10/33,845.81,CRC,04/03/2024 09:13,Gardner LLC,cead7db4-5100-44ce-b1db-b8e024dc2615,6e637855-5d14-4b9c-8b76-b436e884c36f,Declined,cde15025-b01a-4831-b71b-d3aa7eebb951,Chip,Purchase,901,Matched,Required,Settled,True
Amber Johnson,6011077459330025,American Express,12/32,542.4,RWF,03/24/2024 15:16,Ruiz Ltd,bcaa72b2-43f4-45e3-836e-fd45690ee7a9,2a5e70e9-38e0-4063-ba78-9feb691e5c07,Declined,73835dd7-8711-4c63-954c-aaacf68c6d33,Chip,Refund,742,Not Matched,Required,Pending Settlement,True
Joshua Allen MD,4487285405716201,Diners Club / Carte Blanche,02/27,455.66,NAD,04/04/2024 00:39,Gray Ltd,3920c207-61bd-42fe-b621-b9bf58d97225,f9cb0abf-b559-4df1-b247-2c0ec4922d98,Declined,696988c4-2cab-4715-8aa4-64112749ce3c,Chip,Purchase,550,Matched,Not Required,Pending Settlement,False
Jennifer Perkins,372784625669667,Maestro,11/31,68.49,DOP,03/12/2024 02:42,"Krause, Davis and Daniel",43b59e12-bd38-4030-8678-a4a2e5861dfa,d259d566-f015-4af7-9d09-0360d771ac9a,Declined,08a59b21-52ec-4685-945a-fb8ad3a067de,Chip,Refund,325,Not Matched,Required,Settled,False
Melanie Bryant,6011192374562774,JCB 16 digit,12/25,773.71,HKD,03/06/2024 21:23,Morris LLC,98ae6781-085c-4c13-8cc4-c66198b42199,f640df34-286c-49a8-9faf-43c60d9057d2,Declined,c83b6337-f71c-4dc7-b5a3-d2631a02c326,Swipe,Purchase,709,Matched,Not Required,Pending Settlement,True
Brooke Jones,4847231057084,American Express,12/27,900.23,LBP,03/06/2024 18:23,"West, Hodges and Acosta",e9affa12-1482-4ca1-9263-c5828df91a8c,01a990b6-766d-4f26-9d0e-710c3d612ee2,Declined,93bf198f-5419-4acc-a2a1-0e9400d5bc56,Chip,Purchase,379,Not Matched,Required,Settled,True
Brittany Hernandez,180003290797584,American Express,02/31,702.17,YER,03/30/2024 05:31,Gibson Group,7c20df04-6050-4259-9227-568de6c3827c,66d21be1-e88a-4ab8-8f9d-a25b5a108858,Approved,8e81f579-2cb4-427c-ac45-c6c328734060,Swipe,Refund,211,Matched,Not Required,Pending Settlement,False
Melinda Martin,6598618480778475,JCB 16 digit,07/25,379.89,JMD,03/22/2024 16:08,"Gaines, Martin and Smith",03fa35ca-640b-4cd2-9b22-42e7a9f9c968,3da0d9e1-ef7e-432f-ba0f-588aec231baf,Declined,b1296b46-8f19-42a4-bf20-449057cc2f44,Chip,Refund,333,Not Matched,Not Required,Settled,True
Scott Bryant,4068389965229220,VISA 19 digit,03/27,274.57,NIS,03/05/2024 16:30,Bell Inc,08fcb175-b20e-4bdd-aa66-deb69afadd59,26afe9bf-d613-44bb-8269-3aad6a075439,Approved,b53d7ece-7815-4aa2-98ca-79ee4a2c2ecb,Swipe,Purchase,391,Not Matched,Required,Settled,True
Jennifer Rogers,4969040057261858,American Express,03/27,908.38,LSL,04/02/2024 06:51,"Lewis, Mills and Wagner",45b70c2d-ef8f-46f3-a9fd-ee8ff38af47d,98e18190-0f61-42e6-a9d8-ab772344762e,Declined,82fe751d-93c1-4134-8252-ca66fa836a69,Chip,Purchase,2121,Not Matched,Not Required,Pending Settlement,True
William Torres,213145941208767,JCB 15 digit,12/29,704.52,STD,03/05/2024 19:19,Armstrong LLC,89d350d2-47c8-4f3f-954f-1244e85b1c31,b1e3db7a-bc9f-48eb-bd05-e2f6a28ab663,Declined,731455c8-c883-4f7f-84ea-fc498a16a48c,Chip,Refund,607,Matched,Required,Settled,True
Mary Hawkins,4482580182307,VISA 19 digit,02/33,910.8,TJS,04/03/2024 17:30,"Robinson, Torres and Carpenter",88bd59f9-31ad-4244-b530-1ff072119ee1,0350a4a3-5313-4e6d-bb95-9d8679f5681f,Declined,b1588969-d54a-4e38-aec3-80d94f08c79c,Chip,Purchase,305,Not Matched,Required,Pending Settlement,False
Jacob Jacobs,4591755107687663,VISA 16 digit,11/28,346.05,TVD,03/24/2024 02:50,"Martinez, Cox and Anderson",624eb2cb-6089-48f8-ae8d-1ef1077e38e2,e657509c-ab8d-4561-9a20-d0ae00d24b76,Approved,7a078660-64a4-4466-9d43-2635116e595d,Swipe,Refund,538,Not Matched,Required,Pending Settlement,True
Nicole Yoder,36152359730659,JCB 15 digit,10/32,742.44,AFN,03/16/2024 05:12,Carr Group,9ac1ce7b-1ed1-4270-a9c8-407ed0569507,967b0b6d-507d-415e-83ff-70d6653338de,Approved,9bf36fde-f117-4490-9f4c-c1323de0f17f,Swipe,Purchase,486,Not Matched,Not Required,Settled,False
Carol Kennedy,4534812649840,JCB 16 digit,04/26,481.14,HRK,03/05/2024 22:07,Nelson and Sons,5f47a90c-c9b2-4bcd-b44d-ed3bb80a597a,b42b3143-c1d9-475f-84ef-9306810ae7d7,Approved,a091728f-e87d-4a1f-8570-90a1c2b2f7d5,Swipe,Purchase,395,Matched,Not Required,Pending Settlement,True
Ellen Hoffman,675967254136,Maestro,02/34,602.63,GGP,03/28/2024 17:20,Walker-Lambert,cd19277c-5580-4904-87b2-a30b668ca746,c97728e4-d62f-4ace-97c0-060fb0fdafeb,Declined,05c4956e-cf8a-4a79-87f7-2857f8eabe35,Chip,Purchase,817,Not Matched,Not Required,Settled,True
Johnny Goodman,4961662557008485,JCB 16 digit,05/25,616.99,MAD,03/07/2024 20:54,Hernandez Inc,b81f8381-d40a-4e1e-aae5-91fd1e59d97b,395d482b-2691-42ed-8d65-9214352d489a,Approved,a4784a26-7e74-4e43-9958-c906c7846f1d,Swipe,Refund,343,Not Matched,Not Required,Settled,True
Melissa Crane,2270486301562435,JCB 16 digit,06/27,812.03,BRL,03/16/2024 14:04,"Patterson, Crawford and Benjamin",32b4fe70-f8be-47f9-af6f-d565e8adfa08,9d0bb0be-7a1f-420f-9f77-3e1af9a5e9a5,Declined,014302e5-3b59-411b-96a0-23e5ccc7eddf,Chip,Purchase,707,Not Matched,Required,Pending Settlement,False
